2024-10-05 12:12:27 | Felipe Barbosa | AlphaTauri | 110.103
2024-10-05 12:45:55 | Gabriel Souza | McLaren | 114.529
2024-10-05 15:39:27 | Vinícius Pereira | Ferrari | 114.529
2024-10-05 11:22:19 | José Ferreira | Mercedes | 114.53
2024-10-05 10:54:22 | Leonardo Almeida | Ferrari | 114.532
2024-10-05 10:08:28 | Rafael Rocha | Haas | 114.537
2024-10-05 15:33:31 | Rafael Rocha | Ferrari | 114.541
2024-10-05 15:07:50 | Vinícius Pereira | Aston Martin | 114.542
2024-10-05 11:32:52 | Vinícius Pereira | Alpine | 114.542
2024-10-05 17:57:45 | Gabriel Souza | Williams | 114.543
2024-10-05 15:21:09 | Gabriel Souza | Ferrari | 114.545
2024-10-05 13:53:16 | Leonardo Almeida | Alpine | 114.545
2024-10-05 18:49:04 | Marcos Costa | Mercedes | 114.549
2024-10-05 13:52:09 | Marcos Costa | Aston Martin | 114.549
2024-10-05 11:27:29 | Rafael Rocha | Red Bull Racing | 114.551
2024-10-05 15:30:05 | Rafael Rocha | Ferrari | 114.551
2024-10-05 17:44:29 | Vinícius Pereira | AlphaTauri | 114.551
2024-10-05 16:04:31 | Leonardo Almeida | Ferrari | 114.552
2024-10-05 12:37:46 | Fernando Silva | McLaren | 114.553
2024-10-05 13:05:14 | Rafael Rocha | Aston Martin | 114.556
2024-10-05 12:13:41 | Felipe Barbosa | Alpine | 114.557
2024-10-05 13:39:08 | Pedro Oliveira | Haas | 114.558
2024-10-05 17:17:27 | Leonardo Almeida | Alpine | 114.559
2024-10-05 10:29:35 | Thiago Mendes | Alfa Romeo | 114.559
2024-10-05 17:52:33 | José Ferreira | Williams | 114.56
2024-10-05 11:15:06 | Felipe Barbosa | Aston Martin | 114.561
2024-10-05 10:53:21 | Rafael Rocha | Mercedes | 114.561
2024-10-05 10:34:47 | Pedro Oliveira | Mercedes | 114.562
2024-10-05 11:47:19 | Carlos Andrade | Red Bull Racing | 114.568
2024-10-05 15:59:10 | Lucas Silva | AlphaTauri | 114.574
2024-10-05 15:01:39 | Gabriel Souza | Aston Martin | 114.575
2024-10-05 13:33:22 | Fernando Silva | Red Bull Racing | 114.576
2024-10-05 18:48:38 | Lucas Silva | McLaren | 114.583
2024-10-05 10:19:14 | Thiago Mendes | McLaren | 114.585
2024-10-05 10:44:53 | Vinícius Pereira | McLaren | 114.585
2024-10-05 18:08:34 | Pedro Oliveira | Alpine | 114.587
2024-10-05 14:29:48 | Carlos Andrade | Ferrari | 114.589
2024-10-05 12:28:49 | Vinícius Pereira | Ferrari | 114.592
2024-10-05 13:26:01 | Gabriel Souza | Alfa Romeo | 114.593
2024-10-05 12:31:04 | Lucas Silva | AlphaTauri | 114.593
2024-10-05 17:43:24 | Carlos Andrade | McLaren | 114.594
2024-10-05 16:44:17 | Fernando Silva | Williams | 114.595
2024-10-05 14:09:28 | Gabriel Souza | Alpine | 114.6
2024-10-05 16:59:55 | Leonardo Almeida | Williams | 114.6
2024-10-05 12:43:40 | Rafael Rocha | Williams | 114.6
2024-10-05 10:46:22 | Gabriel Souza | Alfa Romeo | 114.601
2024-10-05 18:54:49 | Felipe Barbosa | Ferrari | 114.603
2024-10-05 17:42:41 | Fernando Silva | Alfa Romeo | 114.604
2024-10-05 14:10:29 | Thiago Mendes | Aston Martin | 114.605
2024-10-05 18:04:22 | Thiago Mendes | Williams | 114.605
2024-10-05 16:37:44 | Leonardo Almeida | Alfa Romeo | 114.608
2024-10-05 15:34:41 | Lucas Silva | Williams | 114.611
2024-10-05 16:35:19 | Vinícius Pereira | Williams | 114.613
2024-10-05 16:43:17 | Thiago Mendes | Red Bull Racing | 114.62
2024-10-05 16:07:51 | Carlos Andrade | Mercedes | 114.625
2024-10-05 10:46:43 | José Ferreira | McLaren | 114.628
2024-10-05 17:32:28 | Carlos Andrade | McLaren | 114.631
2024-10-05 16:22:54 | Pedro Oliveira | AlphaTauri | 114.631
2024-10-05 12:04:39 | Carlos Andrade | Mercedes | 114.632
2024-10-05 16:00:32 | Thiago Mendes | Ferrari | 114.632
2024-10-05 12:47:24 | Thiago Mendes | Williams | 114.632
2024-10-05 15:10:16 | Marcos Costa | Haas | 114.639
2024-10-05 15:53:10 | Pedro Oliveira | Alpine | 114.64
2024-10-05 16:22:23 | Thiago Mendes | Mercedes | 114.64
2024-10-05 18:04:18 | Vinícius Pereira | AlphaTauri | 114.64
2024-10-05 12:03:45 | Carlos Andrade | Aston Martin | 114.648
2024-10-05 17:56:15 | Fernando Silva | Aston Martin | 114.649
2024-10-05 18:39:09 | Carlos Andrade | Alfa Romeo | 114.659
2024-10-05 16:31:49 | Carlos Andrade | Haas | 114.662
2024-10-05 18:33:46 | Marcos Costa | McLaren | 114.664
2024-10-05 13:24:08 | Gabriel Souza | AlphaTauri | 114.665
2024-10-05 14:57:35 | Lucas Silva | Ferrari | 114.665
2024-10-05 14:59:20 | Felipe Barbosa | Haas | 114.667
2024-10-05 17:27:02 | Gabriel Souza | Williams | 114.669
2024-10-05 18:20:31 | Pedro Oliveira | Haas | 114.669
2024-10-05 18:54:22 | Rafael Rocha | AlphaTauri | 114.67
2024-10-05 12:57:17 | Vinícius Pereira | Aston Martin | 114.674
2024-10-05 14:49:23 | Thiago Mendes | Aston Martin | 114.677
2024-10-05 15:45:34 | Vinícius Pereira | Mercedes | 114.677
2024-10-05 15:34:58 | Marcos Costa | Ferrari | 114.679
2024-10-05 16:49:54 | Carlos Andrade | Mercedes | 114.687
2024-10-05 12:55:46 | Leonardo Almeida | Red Bull Racing | 114.687
2024-10-05 15:39:10 | Fernando Silva | Aston Martin | 114.698
2024-10-05 10:20:11 | Gabriel Souza | Alpine | 114.698
2024-10-05 18:51:30 | Pedro Oliveira | McLaren | 114.699
2024-10-05 16:02:35 | Pedro Oliveira | Red Bull Racing | 114.699
2024-10-05 13:59:59 | Carlos Andrade | AlphaTauri | 114.7
2024-10-05 13:55:20 | Carlos Andrade | Alpine | 114.705
2024-10-05 12:28:46 | Marcos Costa | Haas | 114.705
2024-10-05 13:43:29 | Gabriel Souza | Ferrari | 114.709
2024-10-05 17:35:30 | Fernando Silva | McLaren | 114.71
2024-10-05 10:21:47 | José Ferreira | McLaren | 114.71
2024-10-05 18:03:42 | Pedro Oliveira | Haas | 114.714
2024-10-05 12:03:19 | Thiago Mendes | AlphaTauri | 114.715
2024-10-05 10:50:23 | Rafael Rocha | AlphaTauri | 114.716
2024-10-05 13:13:07 | Marcos Costa | AlphaTauri | 114.718
2024-10-05 11:43:20 | Fernando Silva | Williams | 114.721
2024-10-05 17:13:47 | Gabriel Souza | Williams | 114.721
2024-10-05 13:04:01 | Lucas Silva | Haas | 114.721
2024-10-05 15:15:44 | Felipe Barbosa | Haas | 114.724
2024-10-05 15:25:03 | Felipe Barbosa | Williams | 114.724
2024-10-05 16:10:32 | José Ferreira | Haas | 114.724
2024-10-05 13:02:42 | Marcos Costa | Mercedes | 114.724
2024-10-05 11:00:02 | José Ferreira | Aston Martin | 114.726
2024-10-05 13:44:10 | Leonardo Almeida | Aston Martin | 114.73
2024-10-05 17:13:43 | Gabriel Souza | Alfa Romeo | 114.736
2024-10-05 13:41:29 | Leonardo Almeida | Aston Martin | 114.736
2024-10-05 11:30:06 | Fernando Silva | Alpine | 114.737
2024-10-05 14:41:55 | Leonardo Almeida | McLaren | 114.746
2024-10-05 12:41:44 | Fernando Silva | Ferrari | 114.748
2024-10-05 12:23:42 | Leonardo Almeida | AlphaTauri | 114.749
2024-10-05 16:42:06 | Thiago Mendes | Ferrari | 114.75
2024-10-05 13:53:16 | Carlos Andrade | Ferrari | 114.751
2024-10-05 13:18:08 | Lucas Silva | Alpine | 114.751
2024-10-05 17:34:05 | Leonardo Almeida | Mercedes | 114.752
2024-10-05 11:53:28 | Rafael Rocha | Ferrari | 114.753
2024-10-05 18:02:19 | Gabriel Souza | Aston Martin | 114.756
2024-10-05 11:21:47 | Carlos Andrade | Williams | 114.758
2024-10-05 11:52:03 | Marcos Costa | Haas | 114.763
2024-10-05 11:48:51 | Gabriel Souza | Mercedes | 114.766
2024-10-05 17:45:58 | Fernando Silva | AlphaTauri | 114.767
2024-10-05 16:24:38 | Lucas Silva | McLaren | 114.77
2024-10-05 11:26:53 | Leonardo Almeida | Haas | 114.772
2024-10-05 13:49:58 | Carlos Andrade | Williams | 114.774
2024-10-05 10:32:03 | Vinícius Pereira | Aston Martin | 114.774
2024-10-05 14:42:23 | Rafael Rocha | Red Bull Racing | 114.775
2024-10-05 11:43:22 | Carlos Andrade | Red Bull Racing | 114.776
2024-10-05 16:42:38 | Rafael Rocha | Alpine | 114.776
2024-10-05 17:11:19 | Thiago Mendes | Haas | 114.778
2024-10-05 18:22:14 | Gabriel Souza | AlphaTauri | 114.781
2024-10-05 15:26:42 | Rafael Rocha | Ferrari | 114.784
2024-10-05 18:45:59 | Thiago Mendes | Aston Martin | 114.784
2024-10-05 12:32:41 | Felipe Barbosa | Alfa Romeo | 114.786
2024-10-05 17:35:12 | Lucas Silva | Alpine | 114.787
2024-10-05 12:09:18 | Rafael Rocha | Haas | 114.787
2024-10-05 16:25:12 | Felipe Barbosa | Haas | 114.788
2024-10-05 12:50:06 | Vinícius Pereira | Alfa Romeo | 114.796
2024-10-05 11:25:03 | Marcos Costa | Red Bull Racing | 114.803
2024-10-05 14:52:58 | Marcos Costa | Williams | 114.805
2024-10-05 12:49:46 | Pedro Oliveira | AlphaTauri | 114.805
2024-10-05 15:47:22 | Rafael Rocha | Ferrari | 114.805
2024-10-05 12:33:58 | Pedro Oliveira | Alpine | 114.807
2024-10-05 16:33:29 | Carlos Andrade | Aston Martin | 114.808
2024-10-05 15:22:32 | Felipe Barbosa | Haas | 114.809
2024-10-05 10:09:58 | Leonardo Almeida | Alpine | 114.809
2024-10-05 14:13:25 | Marcos Costa | AlphaTauri | 114.81
2024-10-05 12:48:02 | Rafael Rocha | McLaren | 114.812
2024-10-05 12:36:58 | Lucas Silva | Williams | 114.815
2024-10-05 10:53:01 | Marcos Costa | McLaren | 114.817
2024-10-05 17:09:47 | José Ferreira | AlphaTauri | 114.818
2024-10-05 12:17:52 | Rafael Rocha | Aston Martin | 114.818
2024-10-05 13:18:45 | Gabriel Souza | Mercedes | 114.819
2024-10-05 13:58:03 | Gabriel Souza | Ferrari | 114.82
2024-10-05 11:20:38 | Vinícius Pereira | Mercedes | 114.82
2024-10-05 11:40:25 | Thiago Mendes | Haas | 114.824
2024-10-05 11:41:15 | Marcos Costa | Red Bull Racing | 114.826
2024-10-05 12:13:11 | José Ferreira | McLaren | 114.828
2024-10-05 15:38:03 | Leonardo Almeida | Ferrari | 114.828
2024-10-05 11:23:26 | Carlos Andrade | McLaren | 114.83
2024-10-05 16:50:34 | Thiago Mendes | Mercedes | 114.832
2024-10-05 18:32:36 | Vinícius Pereira | Ferrari | 114.832
2024-10-05 16:06:51 | Rafael Rocha | Alfa Romeo | 114.834
2024-10-05 11:54:45 | Rafael Rocha | Ferrari | 114.835
2024-10-05 13:19:15 | Rafael Rocha | Alfa Romeo | 114.843
2024-10-05 10:36:26 | Fernando Silva | Alpine | 114.855
2024-10-05 15:34:00 | José Ferreira | Red Bull Racing | 114.855
2024-10-05 18:24:26 | José Ferreira | Mercedes | 114.856
2024-10-05 15:06:47 | Thiago Mendes | Mercedes | 114.856
2024-10-05 17:25:49 | Thiago Mendes | Aston Martin | 114.856
2024-10-05 11:33:33 | Felipe Barbosa | Haas | 114.857
2024-10-05 16:22:43 | Thiago Mendes | Alfa Romeo | 114.857
2024-10-05 11:31:09 | Rafael Rocha | Mercedes | 114.859
2024-10-05 14:38:13 | Carlos Andrade | Alfa Romeo | 114.864
2024-10-05 14:32:58 | Felipe Barbosa | Aston Martin | 114.865
2024-10-05 14:01:09 | Fernando Silva | Ferrari | 114.877
2024-10-05 12:58:30 | Gabriel Souza | AlphaTauri | 114.879
2024-10-05 16:40:44 | Gabriel Souza | McLaren | 114.879
2024-10-05 14:00:53 | José Ferreira | Red Bull Racing | 114.879
2024-10-05 13:26:42 | Fernando Silva | Red Bull Racing | 114.883
2024-10-05 10:25:35 | Thiago Mendes | Alfa Romeo | 114.883
2024-10-05 16:18:37 | Leonardo Almeida | Ferrari | 114.884
2024-10-05 15:52:48 | Vinícius Pereira | Red Bull Racing | 114.884
2024-10-05 17:32:25 | Felipe Barbosa | Williams | 114.888
2024-10-05 12:56:55 | Marcos Costa | Ferrari | 114.891
2024-10-05 14:36:27 | Marcos Costa | AlphaTauri | 114.892
2024-10-05 15:26:31 | Felipe Barbosa | Ferrari | 114.895
2024-10-05 15:47:48 | Carlos Andrade | Alpine | 114.896
2024-10-05 10:08:25 | Fernando Silva | Mercedes | 114.898
2024-10-05 15:35:30 | Lucas Silva | Aston Martin | 114.898
2024-10-05 14:55:14 | Marcos Costa | Ferrari | 114.901
2024-10-05 12:57:24 | Pedro Oliveira | Mercedes | 114.903
2024-10-05 13:34:26 | José Ferreira | Alpine | 114.909
2024-10-05 14:58:55 | José Ferreira | Ferrari | 114.91
2024-10-05 13:27:33 | Rafael Rocha | Haas | 114.911
2024-10-05 14:54:14 | Felipe Barbosa | Ferrari | 114.912
2024-10-05 13:25:07 | José Ferreira | McLaren | 114.915
2024-10-05 15:22:39 | Marcos Costa | Haas | 114.915
2024-10-05 17:46:59 | Carlos Andrade | Mercedes | 114.924
2024-10-05 15:35:48 | Gabriel Souza | McLaren | 114.924
2024-10-05 17:51:06 | Lucas Silva | Red Bull Racing | 114.924
2024-10-05 16:43:12 | Vinícius Pereira | Ferrari | 114.924
2024-10-05 10:41:47 | Felipe Barbosa | Haas | 114.925
2024-10-05 16:42:16 | Felipe Barbosa | Mercedes | 114.926
2024-10-05 15:03:57 | Leonardo Almeida | Mercedes | 114.928
2024-10-05 17:43:38 | Leonardo Almeida | Alpine | 114.93
2024-10-05 11:51:16 | Leonardo Almeida | AlphaTauri | 114.933
2024-10-05 17:54:17 | Fernando Silva | Alfa Romeo | 114.935
2024-10-05 15:49:16 | Leonardo Almeida | Williams | 114.939
2024-10-05 18:33:34 | Carlos Andrade | McLaren | 114.951
2024-10-05 16:13:41 | Fernando Silva | Red Bull Racing | 114.951
2024-10-05 17:38:16 | Gabriel Souza | Red Bull Racing | 114.956
2024-10-05 12:28:46 | Felipe Barbosa | Mercedes | 114.959
2024-10-05 18:54:54 | Fernando Silva | Haas | 114.963
2024-10-05 16:38:27 | Thiago Mendes | Alpine | 114.963
2024-10-05 15:42:09 | Gabriel Souza | Alfa Romeo | 114.967
2024-10-05 14:11:58 | Rafael Rocha | AlphaTauri | 114.969
2024-10-05 14:18:35 | Pedro Oliveira | Aston Martin | 114.97
2024-10-05 11:18:50 | Marcos Costa | AlphaTauri | 114.973
2024-10-05 17:06:55 | Marcos Costa | Mercedes | 114.976
2024-10-05 16:37:30 | Vinícius Pereira | Red Bull Racing | 114.981
2024-10-05 12:10:15 | Lucas Silva | Haas | 114.983
2024-10-05 11:27:55 | Lucas Silva | Ferrari | 114.985
2024-10-05 15:26:29 | Vinícius Pereira | Haas | 114.985
2024-10-05 12:08:23 | Felipe Barbosa | Aston Martin | 114.986
2024-10-05 18:46:20 | Carlos Andrade | Alfa Romeo | 114.991
2024-10-05 17:31:48 | Carlos Andrade | Alpine | 114.995
2024-10-05 14:18:44 | Fernando Silva | AlphaTauri | 114.997
2024-10-05 11:56:09 | Leonardo Almeida | Alfa Romeo | 114.997
2024-10-05 17:14:27 | Gabriel Souza | Williams | 115.1
2024-10-05 16:18:47 | Felipe Barbosa | Mercedes | 115.102
2024-10-05 16:04:39 | Gabriel Souza | Alpine | 115.102
2024-10-05 16:50:00 | Leonardo Almeida | Alpine | 115.104
2024-10-05 13:50:08 | Thiago Mendes | McLaren | 115.104
2024-10-05 15:51:35 | Marcos Costa | Aston Martin | 115.108
2024-10-05 14:02:45 | Fernando Silva | McLaren | 115.109
2024-10-05 17:37:14 | José Ferreira | Mercedes | 115.109
2024-10-05 17:45:24 | Felipe Barbosa | Haas | 115.112
2024-10-05 16:45:04 | Leonardo Almeida | Alfa Romeo | 115.112
2024-10-05 12:16:44 | Leonardo Almeida | Haas | 115.113
2024-10-05 14:18:49 | Fernando Silva | Mercedes | 115.115
2024-10-05 14:11:01 | Gabriel Souza | McLaren | 115.115
2024-10-05 16:36:46 | Leonardo Almeida | Alpine | 115.119
2024-10-05 15:40:26 | José Ferreira | Alpine | 115.12
2024-10-05 11:04:04 | Carlos Andrade | Haas | 115.122
2024-10-05 15:36:31 | Thiago Mendes | Red Bull Racing | 115.123
2024-10-05 15:03:04 | Felipe Barbosa | Ferrari | 115.124
2024-10-05 14:08:35 | Vinícius Pereira | Williams | 115.125
2024-10-05 12:32:14 | Fernando Silva | Aston Martin | 115.127
2024-10-05 14:37:10 | José Ferreira | Aston Martin | 115.128
2024-10-05 16:05:03 | Lucas Silva | AlphaTauri | 115.129
2024-10-05 18:25:13 | Gabriel Souza | Red Bull Racing | 115.13
2024-10-05 15:56:37 | Carlos Andrade | Alfa Romeo | 115.136
2024-10-05 12:21:33 | Leonardo Almeida | Ferrari | 115.136
2024-10-05 11:24:43 | José Ferreira | Alfa Romeo | 115.137
2024-10-05 14:33:11 | Gabriel Souza | Mercedes | 115.142
2024-10-05 14:53:43 | Carlos Andrade | Mercedes | 115.143
2024-10-05 11:12:52 | Vinícius Pereira | Red Bull Racing | 115.143
2024-10-05 17:35:02 | Marcos Costa | Alfa Romeo | 115.146
2024-10-05 15:40:23 | Vinícius Pereira | Mercedes | 115.147
2024-10-05 10:09:42 | Rafael Rocha | Alpine | 115.149
2024-10-05 14:36:15 | Lucas Silva | Haas | 115.155
2024-10-05 15:20:49 | Gabriel Souza | McLaren | 115.156
2024-10-05 13:42:21 | Leonardo Almeida | Mercedes | 115.158
2024-10-05 17:25:29 | Marcos Costa | McLaren | 115.158
2024-10-05 15:16:54 | Vinícius Pereira | AlphaTauri | 115.158
2024-10-05 10:57:14 | Thiago Mendes | Red Bull Racing | 115.159
2024-10-05 14:15:39 | Gabriel Souza | Aston Martin | 115.163
2024-10-05 12:55:00 | Gabriel Souza | Williams | 115.163
2024-10-05 14:41:45 | Marcos Costa | Aston Martin | 115.163
2024-10-05 14:34:35 | Fernando Silva | Ferrari | 115.165
2024-10-05 13:31:31 | José Ferreira | Williams | 115.168
2024-10-05 11:24:10 | Marcos Costa | Aston Martin | 115.168
2024-10-05 12:24:16 | Pedro Oliveira | McLaren | 115.169
2024-10-05 16:05:53 | Fernando Silva | Aston Martin | 115.172
2024-10-05 12:12:30 | José Ferreira | McLaren | 115.174
2024-10-05 16:01:16 | Lucas Silva | Mercedes | 115.177
2024-10-05 17:07:01 | Gabriel Souza | Red Bull Racing | 115.179
2024-10-05 18:35:17 | Leonardo Almeida | Aston Martin | 115.181
2024-10-05 11:21:15 | Fernando Silva | Red Bull Racing | 115.185
2024-10-05 18:07:00 | Lucas Silva | Alfa Romeo | 115.185
2024-10-05 14:25:15 | Leonardo Almeida | Haas | 115.188
2024-10-05 14:05:52 | José Ferreira | Red Bull Racing | 115.19
2024-10-05 13:07:56 | Felipe Barbosa | Mercedes | 115.191
2024-10-05 17:40:18 | Lucas Silva | Haas | 115.193
2024-10-05 15:16:22 | Pedro Oliveira | McLaren | 115.193
2024-10-05 11:41:49 | Marcos Costa | Mercedes | 115.195
2024-10-05 10:24:00 | Leonardo Almeida | Williams | 115.198
2024-10-05 11:12:50 | Lucas Silva | McLaren | 115.198
2024-10-05 17:49:34 | Felipe Barbosa | Aston Martin | 115.2
2024-10-05 12:48:31 | José Ferreira | Mercedes | 115.201
2024-10-05 18:34:36 | José Ferreira | Alfa Romeo | 115.202
2024-10-05 12:14:20 | Gabriel Souza | Alpine | 115.21
2024-10-05 12:49:46 | Felipe Barbosa | Red Bull Racing | 115.211
2024-10-05 11:50:06 | José Ferreira | McLaren | 115.213
2024-10-05 10:39:27 | Pedro Oliveira | Williams | 115.216
2024-10-05 16:38:18 | Marcos Costa | AlphaTauri | 115.217
2024-10-05 10:51:35 | Felipe Barbosa | Haas | 115.219
2024-10-05 12:21:02 | Vinícius Pereira | Ferrari | 115.221
2024-10-05 12:14:35 | Gabriel Souza | Aston Martin | 115.223
2024-10-05 18:33:04 | Leonardo Almeida | Haas | 115.223
2024-10-05 11:53:49 | Vinícius Pereira | Aston Martin | 115.226
2024-10-05 17:27:27 | Pedro Oliveira | AlphaTauri | 115.227
2024-10-05 18:05:06 | Leonardo Almeida | AlphaTauri | 115.229
2024-10-05 16:26:21 | Gabriel Souza | Aston Martin | 115.23
2024-10-05 13:46:28 | Lucas Silva | Williams | 115.231
2024-10-05 13:05:50 | Rafael Rocha | AlphaTauri | 115.231
2024-10-05 14:46:06 | Carlos Andrade | Alfa Romeo | 115.232
2024-10-05 10:33:17 | Lucas Silva | AlphaTauri | 115.237
2024-10-05 18:02:19 | Fernando Silva | AlphaTauri | 115.241
2024-10-05 14:34:51 | José Ferreira | Williams | 115.241
2024-10-05 14:30:25 | Thiago Mendes | Williams | 115.241
2024-10-05 13:40:00 | José Ferreira | Ferrari | 115.243
2024-10-05 12:21:23 | Fernando Silva | Haas | 115.244
2024-10-05 15:13:31 | Pedro Oliveira | Williams | 115.245
2024-10-05 13:06:47 | Gabriel Souza | Williams | 115.247
2024-10-05 15:04:02 | Felipe Barbosa | Red Bull Racing | 115.248
2024-10-05 17:54:56 | José Ferreira | Mercedes | 115.251
2024-10-05 15:58:24 | Pedro Oliveira | Ferrari | 115.251
2024-10-05 16:15:06 | Thiago Mendes | McLaren | 115.253
2024-10-05 15:39:05 | Rafael Rocha | Williams | 115.254
2024-10-05 13:25:43 | José Ferreira | Mercedes | 115.256
2024-10-05 10:04:32 | Pedro Oliveira | Red Bull Racing | 115.262
2024-10-05 17:06:54 | Lucas Silva | AlphaTauri | 115.265
2024-10-05 13:24:42 | Felipe Barbosa | Aston Martin | 115.266
2024-10-05 13:16:54 | Felipe Barbosa | Haas | 115.268
2024-10-05 18:16:17 | Carlos Andrade | Ferrari | 115.269
2024-10-05 18:28:11 | Marcos Costa | McLaren | 115.274
2024-10-05 18:40:52 | Marcos Costa | Haas | 115.277
2024-10-05 16:42:25 | Carlos Andrade | Ferrari | 115.278
2024-10-05 14:33:38 | Fernando Silva | Aston Martin | 115.281
2024-10-05 13:26:05 | José Ferreira | Ferrari | 115.281
2024-10-05 11:40:46 | José Ferreira | Alfa Romeo | 115.283
2024-10-05 18:37:12 | Gabriel Souza | Aston Martin | 115.285
2024-10-05 17:48:30 | Thiago Mendes | Mercedes | 115.286
2024-10-05 10:25:58 | Thiago Mendes | Alfa Romeo | 115.289
2024-10-05 18:27:14 | Pedro Oliveira | Williams | 115.291
2024-10-05 14:33:33 | Rafael Rocha | Haas | 115.292
2024-10-05 15:08:10 | Vinícius Pereira | Alfa Romeo | 115.293
2024-10-05 10:31:11 | Fernando Silva | Mercedes | 115.296
2024-10-05 14:38:09 | Vinícius Pereira | McLaren | 115.296
2024-10-05 10:37:52 | José Ferreira | AlphaTauri | 115.302
2024-10-05 11:21:54 | José Ferreira | Mercedes | 115.304
2024-10-05 13:40:31 | Rafael Rocha | AlphaTauri | 115.305
2024-10-05 18:45:04 | Thiago Mendes | Aston Martin | 115.306
2024-10-05 18:15:29 | Fernando Silva | Mercedes | 115.309
2024-10-05 16:54:14 | Rafael Rocha | Haas | 115.309
2024-10-05 15:57:51 | Felipe Barbosa | AlphaTauri | 115.31
2024-10-05 18:33:01 | Fernando Silva | AlphaTauri | 115.311
2024-10-05 14:13:38 | Vinícius Pereira | Ferrari | 115.312
2024-10-05 12:25:24 | Carlos Andrade | Alpine | 115.32
2024-10-05 14:32:14 | Rafael Rocha | Aston Martin | 115.321
2024-10-05 14:13:54 | Rafael Rocha | Red Bull Racing | 115.321
2024-10-05 13:31:20 | Leonardo Almeida | Haas | 115.326
2024-10-05 17:28:13 | Leonardo Almeida | Alpine | 115.327
2024-10-05 11:31:28 | José Ferreira | Alfa Romeo | 115.328
2024-10-05 18:03:11 | Leonardo Almeida | Williams | 115.329
2024-10-05 15:57:09 | Gabriel Souza | Alpine | 115.332
2024-10-05 15:26:29 | Vinícius Pereira | McLaren | 115.335
2024-10-05 17:11:14 | Gabriel Souza | Williams | 115.336
2024-10-05 11:23:54 | Thiago Mendes | Alpine | 115.336
2024-10-05 14:25:45 | Gabriel Souza | Alpine | 115.339
2024-10-05 16:55:34 | Leonardo Almeida | Haas | 115.34
2024-10-05 12:16:56 | Marcos Costa | Red Bull Racing | 115.343
2024-10-05 14:49:09 | Felipe Barbosa | AlphaTauri | 115.351
2024-10-05 12:38:18 | Fernando Silva | AlphaTauri | 115.353
2024-10-05 12:46:26 | Lucas Silva | Mercedes | 115.357
2024-10-05 12:40:32 | Carlos Andrade | Red Bull Racing | 115.358
